id,source_id,source_name,author,title,description,url,img_url,publishedAt,content
11,bbc-news,BBC News,https://www.facebook.com/bbcnews,Trump calls on Alabama to protect IVF treatment,Several clinics paused treatment after a court ruled frozen embryos have the same rights as children.,https://www.bbc.co.uk/news/world-us-canada-68388232,https://ichef.bbci.co.uk/news/1024/branded_news/F462/production/_132726526_31464ac86dceb784c1903ddd97cd78413b34fc3b0_114_4894_27534894x2753.jpg,2024-02-23T20:55:30Z,"Donald Trump has said he supports the availability of IVF treatment, joining a growing number of Republicans seeking to distance themselves from an Alabama court ruling on the issue.
The state's top… [+963 chars]"
12,bbc-news,BBC News,https://www.facebook.com/bbcnews,Donald Trump's first criminal trial begins next month. What will it look like?,The Republican frontrunner for president will juggle an untelevised six-week trial with campaigning.,https://www.bbc.co.uk/news/world-us-canada-68309680,https://ichef.bbci.co.uk/news/1024/branded_news/46D8/production/_132663181_gettyimages-2006022586.jpg,2024-02-15T19:07:07Z,"Donald Trump's first criminal trial is scheduled to begin next month, with jury selection starting on 25 March.
The former president has in recent months faced judges in two separate New York civil … [+4846 chars]"
13,bbc-news,BBC News,,From friends to 'unhinged' ex-boss - Haley's changed tune on Trump,Nikki Haley avoided mentioning her former boss during the first months of 2023 but that's changed in 2024.,https://www.bbc.co.uk/news/av/world-us-canada-68355157,https://ichef.bbci.co.uk/news/1024/branded_news/7593/production/_132699003_p0hd29v6.jpg,2024-02-20T20:56:30Z,"Nikki Haley avoided mentioning her former boss during the first months of 2023 but that changed in 2024. 
The former South Carolina governor is hoping to win the primaries there and since her defeat… [+84 chars]"
14,bbc-news,BBC News,https://www.facebook.com/bbcnews,Nato chief says Donald Trump comments 'undermine all of our security',The presidential hopeful suggests the US will not protect allies failing to meet defence spending targets.,https://www.bbc.co.uk/news/world-us-canada-68269354,https://ichef.bbci.co.uk/news/1024/branded_news/1202B/production/_132617737_e94b4452da24e96fe2d7992f3d46c2d6c460116c0_0_4000_26681000x667.jpg,2024-02-11T18:32:35Z,"Media caption, Watch: Trump would not protect countries from attack by Russia if they do not pay enough into Nato
Donald Trump's suggestion the US would not protect Nato allies failing to spend enou… [+4450 chars]"
15,bbc-news,BBC News,https://www.facebook.com/bbcnews,"Ukraine war: 'Artificial shortage' of weapons helps Putin, says Zelensky",Ukraine's president says Russia's Vladimir Putin will unleash a catastrophe if he is allowed to win the war.,https://www.bbc.co.uk/news/world-europe-68325022,https://ichef.bbci.co.uk/news/1024/branded_news/5241/production/_132675012_b0b440318c5a0348ae3ee07915435790827dca270_286_5561_31281000x563.jpg,2024-02-17T11:48:39Z,"Ukraine's President Volodymyr Zelensky has made an urgent appeal for more weapons to avoid a ""catastrophic"" situation in Europe.
An ""artificial deficit of weapons"" will only help Russia, Mr Zelensky… [+2145 chars]"
16,bbc-news,BBC News,https://www.facebook.com/bbcnews,Democrats rally around Biden as report raises age concerns,"One Democratic lawmaker said he found the president to be ""sharp, focused, formidable and effective"".",https://www.bbc.co.uk/news/world-us-canada-68246569,https://ichef.bbci.co.uk/news/1024/branded_news/6E78/production/_132608282_gettyimages-1988742253.jpg,2024-02-09T20:12:03Z,"Democrats are defending President Joe Biden after a report on his handling of classified documents raised concerns about his age and mental fitness. 
Mr Biden will not be charged for keeping classif… [+3840 chars]"
17,business-insider,Business Insider,"Katie Balevic,Lauren Edmonds",Trump says a Taylor Swift endorsement of Biden would be disloyal because he 'made her so much money',"Trump said it would be disloyal if Taylor Swift endorsed Joe Biden because Trump signed the Music Modernization Act, which he says ""made her so much money.""",https://www.businessinsider.com/trump-taylor-swift-endorsement-biden-disloyal-money-super-bowl-2024-2,https://i.insider.com/65c9316f917a1dae02455da4?width=1200&format=jpeg,2024-02-11T21:12:23Z,"Taylor Swift performs as part of the 'Eras Tour' at the Tokyo Dome.Toru Hanai/AP
<ul><li>Donald Trump said a Taylor Swift endorsement of Joe Biden would be a betrayal.</li><li>Trump claimed he ""made… [+2368 chars]"
18,business-insider,Business Insider,John L. Dorman,New poll shows Biden losing some of his 2020 voters to Trump and lagging in support among women,"In a new poll, former President Trump led President Biden among likely voters 48% to 44%. Biden is also losing 9% of his 2020 backers to Trump.",https://www.businessinsider.com/poll-biden-trump-women-suburban-voters-economy-inflation-2024-3,https://i.insider.com/65107349e2c0220019ef330e?width=1200&format=jpeg,2024-03-02T21:02:26Z,"President Joe Biden is trailing former President Donald Trump, according to a new poll of likely voters.AP Photo/Alex Brandon, File; AP Photo/Susan Walsh, File
<ul><li>The latest New York Times/Sien… [+2994 chars]"
19,business-insider,Business Insider,ashoaib@insider.com (Alia Shoaib),Trump again mixed up Obama and Biden during Virginia rally speech,Trump and Biden's word gaffes have prompted questions about their age and fitness for presidency.,https://www.businessinsider.com/trump-mixes-up-biden-obama-again-in-virginia-rally-speech-2024-3,https://i.insider.com/65e45a136080194819fbfaf6?width=1200&format=jpeg,2024-03-03T11:13:52Z,"Former President Donald Trump appeared to mix up President Joe Biden and former President Barack Obama again during a rally speech in Virginia.
""Putin has so little respect for Obama that he's start… [+1738 chars]"
20,business-insider,Business Insider,ashoaib@insider.com (Alia Shoaib),"Trump's comments about allowing Russia to attack NATO countries are 'appalling and unhinged,' the White House says","Donald Trump said he would encourage Russia to do ""whatever the hell they want"" to non-paying NATO countries.",https://www.businessinsider.com/white-house-trump-nato-russia-comments-appalling-unhinged-2024-2,https://i.insider.com/65c8a23c6fcb546d2d4e4c05?width=1200&format=jpeg,2024-02-11T11:11:43Z,"The White House said former President Donald Trumps suggestion that the US could let Russia attack non-paying NATO countries is ""appalling and unhinged.""Speaking at a rally in South Carolina on Satur… [+3287 chars]"
21,business-insider,Business Insider,nrennolds@insider.com (Nathan Rennolds),Trump receives mixed reception as he launches $400 gold sneakers day after $355 million court ruling,"Trump was met with both boos and cheers ringing out from the audience at ""Sneaker Con"" in Philadelphia on Saturday.",https://www.businessinsider.com/trump-receives-mixed-reception-as-he-launches-gold-sneakers-2024-2,https://i.insider.com/65d1cd2af533b039a884fa55?width=1200&format=jpeg,2024-02-18T11:40:48Z,"Former President Donald Trump made a surprise appearance at ""Sneaker Con"" in Philadelphia on Saturday.
Trump took to the stage at the event, which describes itself as ""the greatest sneaker show on E… [+1832 chars]"
22,business-insider,Business Insider,Laura Italiano,"NY's Letitia James takes a Trump verdict victory lap after her often bizarre, 5-year war of words with Trump","""The scale and the scope of Donald Trump's fraud is staggering,"" James told reporters. ""And so, too, is his ego.""",https://www.businessinsider.com/letitia-james-takes-verdict-victory-lap-calls-trumps-ego-staggering-2024-2,https://i.insider.com/65cffbe3a610a9069d5a3a4e?width=1200&format=jpeg,2024-02-17T01:01:21Z,"New York Attorney General Letitia JamesAP Photo/Alex Brandon
<ul><li>Trump's fraud verdict caps a 5-year effort by NY Attorney General Letitia James.</li><li>Afterward, she called it a ""massive vict… [+4851 chars]"
23,business-insider,Business Insider,Kwan Wei Kevin Tan,New York Attorney General says she'll seize the Trump Building if Donald Trump can't pay his $355 million fine,"""I look at 40 Wall Street each and every day,"" New York Attorney General Letitia James said, referencing the Trump Building.",https://www.businessinsider.com/new-york-ag-seize-trump-assets-cannot-pay-penalty-2024-2,https://i.insider.com/65d55ad2a610a9069d5ac624?width=1200&format=jpeg,2024-02-21T04:37:12Z,"""We are prepared to make sure that the judgment is paid to New Yorkers, and yes, I look at 40 Wall Street each and every day,"" New York Attorney General Letitia James said of Donald Trump and his Man… [+2079 chars]"
24,business-insider,Business Insider,Michael R. Sisak,Trump appeals New York civil fraud loss as $454 million judgment grows with each day he doesn't pay up,"Former President Donald Trump still has to pony up the $355 million judgment, plus interest.",https://www.businessinsider.com/trump-appeals-new-york-fraud-judgement-money-interest-2024-2,https://i.insider.com/65dcb44690413ab8e1d6cb41?width=1200&format=jpeg,2024-02-26T16:04:05Z,"Former U.S. President Donald Trump speaks as he exits the courtroom for a break during his civil fraud trial at New York Supreme Court.Michael M. Santiago/Getty Images
<ul><li>Donald Trump told an a… [+5211 chars]"
25,business-insider,Business Insider,Madison Hall,GOP congressman blames the 'craze-os' and media for Trump being removed from ballots in connection with the January 6 riots,Congressional Republicans announced Tuesday they're filing a resolution absolving Trump of criminal insurrection.,https://www.businessinsider.com/gop-congressman-blames-media-for-trump-getting-tied-to-insurrection-2024-2,https://i.insider.com/65c2794a6fcb546d2d4caf65?width=1200&format=jpeg,2024-02-06T18:33:27Z,"U.S. Rep. Andy Biggs (R-AZ) speaks at a press conference on the debt limit and the Freedom Caucus's plan for spending reduction at the U.S. Capitol on March 28, 2023 in Washington, DC. The group of c… [+2914 chars]"
26,business-insider,Business Insider,Nathan Rennolds,"Trump will likely run out of legal defense funds by summer, report says",Donald Trump may now be forced choose a few undesirable options to continue his legal defenses.,https://www.businessinsider.com/donald-trump-likely-run-out-legal-funds-summer-report-politics-2024-2,https://i.insider.com/65d1eaefa610a9069d5a437b?width=1200&format=jpeg,2024-02-18T16:50:48Z,"Former US President and 2024 presidential hopeful Donald Trump speaks during a campaign event in Waterloo, Iowa, on December 19, 2023.KAMIL KRZACZYNSKI
<ul><li>Donald Trump will likely run out of le… [+2631 chars]"
27,business-insider,Business Insider,Hannah Getahun,Ivanka Trump and her shiny sari are attempting to single-handedly revive the glamorous face of Trumpworld at Ambani's pre-wedding bash,Ivanka Trump attended the Ambani pre-wedding event in a flashy gold sari.,https://www.businessinsider.com/photos-ivanka-trump-wears-shiny-sari-to-ambani-wedding-event-2024-3,https://i.insider.com/65e2aecd90413ab8e1d89b33?width=1200&format=jpeg,2024-03-02T05:32:33Z,"---
<ul><li>Ivanka Trump is in India for a glitzy wedding event, and in top form.</li><li>Trump has in the last year distanced herself from politics, but she's been active on social media.</li><li>N… [+2193 chars]"
28,bbc-news,BBC News,https://www.facebook.com/bbcnews,Why are US-Mexico border crossings at record levels?,The influx has caused Joe Biden a massive political headache ahead of the presidential election.,https://www.bbc.co.uk/news/world-us-canada-68208637,https://ichef.bbci.co.uk/news/1024/branded_news/1105/production/_132575340_gettyimages-1976437330-1.jpg,2024-02-07T01:36:38Z,"Migrant arrivals at the border have risen to record highs during President Joe Biden's administration, a massive political headache for him ahead of the election.
Polls suggest that more than two-th… [+4454 chars]"
29,bbc-news,BBC News,https://www.facebook.com/bbcnews,Border bill: US senators move to salvage Ukraine and Israel aid in new vote,Republicans blocked a sweeping bill that was months in the making - but a back-up has been put forward.,https://www.bbc.co.uk/news/world-us-canada-68235899,https://ichef.bbci.co.uk/news/1024/branded_news/B02A/production/_132589054_00ccadc5d31e27ea2e3e4c89c74369edb5e49204.jpg,2024-02-07T23:58:36Z,"US lawmakers are hoping to salvage a military aid package for Ukraine and Israel, after the Senate voted down a major piece of legislation.
The failed bipartisan legislation tied tougher border rest… [+4121 chars]"
30,business-insider,Business Insider,ktan@businessinsider.com (Kwan Wei Kevin Tan),Donald Trump's niece says she thinks Jon Stewart's 'rhetoric' is a 'potential disaster for democracy',"""Not only is Stewart's 'both sides are the same' rhetoric not funny, it's a potential disaster for democracy,"" Mary Trump said of Stewart.",https://www.businessinsider.com/jon-stewart-potential-disaster-democracy-donald-trump-niece-mary-trump-2024-2,https://i.insider.com/65cd76cf94aa8ee8e84b9046?width=1200&format=jpeg,2024-02-15T03:34:58Z,"Mary Trump wasn't amused by Jon Stewart's monologue on his first day back behind the desk at ""The Daily Show.""
The former president's niece criticized Stewart's Monday episode where he slammed Presi… [+2643 chars]"
31,bbc-news,BBC News,https://www.facebook.com/bbcnews,Jared Kushner defends controversial $2bn Saudi investment,Donald Trump's son-in-law and ex-advisor also says he is not interested in a possible White House return.,https://www.bbc.co.uk/news/world-us-canada-68296877,https://ichef.bbci.co.uk/news/1024/branded_news/D16F/production/_132651635_gettyimages-1250091969.jpg,2024-02-14T15:37:23Z,"Donald Trump's son-in-law and former advisor Jared Kushner has defended his business dealings with Saudi Arabia and its Crown Prince Mohammed bin Salman. 
After leaving the White House, Mr Kushner's… [+2660 chars]"
32,business-insider,Business Insider,"Laura Italiano,Jacob Shamsian","The $354M Trump fraud verdict: what it says, what it does","Judge Engoron's verdict orders $364M in penalties, and for three years strips Trump's control of Trump Organization. See the highlights here.",https://www.businessinsider.com/trump-civil-fraud-verdict-whats-in-judge-engorons-decision-2024-2,https://i.insider.com/65cfc6c0f533b039a884daf2?width=1200&format=jpeg,2024-02-16T20:34:38Z,"Donald Trump at his civil fraud trial in New York.Spencer Platt/ Getty Images
<ul><li>Trump, his eldest sons, and Trump Org must pay back $364 million pocketed through a decade of fraud.</li><li>Fri… [+3735 chars]"
33,business-insider,Business Insider,mfox@businessinsider.com (Matthew Fox),What a Trump 2.0 presidency would mean for the stock market,"""We would be inclined to only slightly lower our S&P 500 forecast of 6,500 by end-25, if Trump won,"" Capital Economics said.",https://markets.businessinsider.com/news/stocks/donald-trump-second-term-president-stock-market-implications-inflation-rates-2024-2,https://i.insider.com/65d8db6e90413ab8e1d67866?width=1200&format=jpeg,2024-02-25T13:30:01Z,"Investors are beginning to consider the potential stock market implications of a second Donald Trump presidency.
Trump has been ahead of President Joe Biden in various polls and betting markets, so … [+2895 chars]"
34,business-insider,Business Insider,"Jacob Shamsian,Laura Italiano","Ivanka Trump's spotty memory called 'suspect' by judge in fraud trial verdict, even though she was dismissed from the case",Ivanka Trump testified in the NY civil fraud trial and claimed she had a tough time remembering. Judge Engoron's ruling took a shot at her memory.,https://www.businessinsider.com/ivanka-trump-memory-fraud-trial-verdict-judge-engoron-2024-2,https://i.insider.com/65cba355f533b039a882fab6?width=1200&format=jpeg,2024-02-16T23:14:37Z,"Ivanka Trump testified in former President Trump's civil fraud trial in New York, often claiming she couldn't remember things.Lev Radin/Pacific Press/LightRocket via Getty Images
<ul><li>Justice Art… [+6428 chars]"
35,business-insider,Business Insider,"Jacob Shamsian,Laura Italiano","Trump fraud verdict takes a swipe at Ivanka, though she was no longer a target in the case",Ivanka Trump took the witness stand in the fraud trial and claimed she had a tough time remembering.,https://www.businessinsider.com/ivanka-trump-tktktkttkkttktktktktktktktktktktktkkkkkk-skewered-tktkktk-in-fraud-trial-verdict-by-judge-2024-2,https://i.insider.com/65cba355f533b039a882fab6?width=1200&format=jpeg,2024-02-16T22:53:51Z,"Ivanka Trump testified in former President Trump's civil fraud trial in New York, often claiming she couldn't remember things.Lev Radin/Pacific Press/LightRocket via Getty Images
<ul><li>Justice Art… [+6428 chars]"
36,business-insider,Business Insider,"Kwan Wei Kevin Tan,Joshua Zitser",Trump spent months thrashing Ron DeSantis. Now he's put his onetime protégé on his VP shortlist.,"Donald Trump might have feuded with his onetime protégé Ron DeSantis during the GOP primaries, but he now says DeSantis is on his VP shortlist.",https://www.businessinsider.com/trump-spent-months-bashing-ron-desantis-now-on-vp-shortlist-2024-2,https://i.insider.com/65d5b84fa3bd891424f8c9db?width=1200&format=jpeg,2024-02-21T11:01:11Z,Former President Donald Trump (left) said in a Fox News town hall on Tuesday that Florida Gov. Ron DeSantis (right) was on his vice presidential shortlist.Justin Sullivan via Getty Images; Joe Raedle… [+3541 chars]
37,business-insider,Business Insider,Kwan Wei Kevin Tan,Putin says he'd prefer a second Biden term to having Donald Trump back in the White House,"Putin said he preferred Biden over Trump because he thinks the former is ""more predictable"" and ""experienced.""",https://www.businessinsider.com/putin-prefer-second-biden-term-over-trump-one-2024-2,https://i.insider.com/65cdab7cf533b039a883dfc4?width=1200&format=jpeg,2024-02-15T08:03:34Z,"Joe Biden (left), Vladimir Putin (center), and Donald Trump (right).Anna Moneymaker via Getty Images; Contributor via Getty Images; Win McNamee via Getty Images
<ul><li>Vladimir Putin says he'd pref… [+2137 chars]"
38,business-insider,Business Insider,Brent D. Griffiths,Republicans are panicking about IVF treatment being restricted in Alabama,Trump on Friday moved to distance himself from what is becoming a major political headache for the GOP.,https://www.businessinsider.com/trump-alabama-ivf-ruling-gop-republicans-2024-biden-2024-2,https://i.insider.com/65d9009ace7f1785b2e397eb?width=1200&format=jpeg,2024-02-23T20:40:32Z,"Former President Donald Trump.Scott Eisen/Getty Images
<ul><li>Trump said on Friday that he supports IVF.</li><li>The former president's statement came as Republicans try to distance themselves from… [+3824 chars]"
39,business-insider,Business Insider,Jyoti Mann,Bill Gates and Mark Zuckerberg are among the CEOs and celebs set to attend a 3-day pre-wedding party being thrown by an Indian tycoon worth $113 billion,"Other guests expected to attend the lavish celebrations include Sundar Pichai, Bob Iger, and Ivanka Trump, reports say.",https://www.businessinsider.com/bill-gates-mark-zuckerberg-among-expected-attendees-at-indian-wedding-2024-2,https://i.insider.com/65e07a0dce7f1785b2e4d797?width=1200&format=jpeg,2024-02-29T14:30:41Z,"Radhika Merchant and Anant Ambani, the son of billionaire Mukesh Ambani.Getty Images
<ul><li>A son of the Indian billionaire Mukesh Ambani is due to get married in July. </li><li>Bill Gates and Mark… [+3178 chars]"
40,business-insider,Business Insider,Alia Shoaib,Former 'apprentices' and Trump Media cofounders file lawsuit claiming company execs tried to dilute their stake ahead of a potential merger,"Andy Litinsky and Wes Moss, who met Trump when they were contestants on ""The Apprentice,"" filed the lawsuit.",https://www.businessinsider.com/trump-media-company-cofounders-sue-scheme-dilute-shares-2024-3,https://i.insider.com/65e32ac790413ab8e1d89ee7?width=1200&format=jpeg,2024-03-02T18:12:41Z,"Andy Litinsky and Wes Moss (L), and Donald Trump (R).Dimitrios Kambouris/WireImage for Vogue via Getty Images, Justin Sullivan via Getty Images
<ul><li>Trump Media & Technology Group cofounders accu… [+2939 chars]"
41,business-insider,Business Insider,John L. Dorman,The ultimate guide to Super Tuesday,Both President Biden and former President Trump are in commanding positions as they seek their respective 2024 party nominations.,https://www.businessinsider.com/super-tuesday-guide-delegates-primaries-caucuses-biden-trump-haley-2024-3,https://i.insider.com/65e6317290413ab8e1d9089e?width=1200&format=jpeg,2024-03-04T21:10:28Z,"President Joe Biden, former President Donald Trump, and former UN ambassador Nikki Haley.AP Photo/Andrew Harnik; AP Photo/Andrew Harnik; Win McNamee/Getty Images
<ul><li>Both President Biden and for… [+11338 chars]"
42,business-insider,Business Insider,Kelsey Vlamis,Trump's former White House attorney says his immunity argument is 'weak' and that the Supreme Court could decline to hear case,"Ty Cobb, a former Trump White House lawyer, said Trump's last-ditch appeal to the Supreme Court was weak.",https://www.businessinsider.com/trump-immunity-argument-weak-supreme-court-deny-week-ty-cobb-2024-2,https://i.insider.com/65cad6ab6e2e190e71a3e3fa?width=1200&format=jpeg,2024-02-13T03:23:22Z,"Republican presidential candidate and former US President Donald Trump greets supporters at his caucus night watch party at the Treasure Island Hotel & Casino on February 08, 2024, in Las Vegas.Mario… [+2273 chars]"
43,business-insider,Business Insider,Hannah Getahun,"Trump's bombastic personality defined his civil proceedings. In criminal court, lawyers from Trump's orbit say it could be his demise.","Donald Trump will have to tone down the antics during his four criminal trials, attorneys told The New York Times.",https://www.businessinsider.com/trumps-antics-could-harm-him-in-upcoming-criminal-trials-2024-3,https://i.insider.com/65e3f7a990413ab8e1d8a5d8?width=1200&format=jpeg,2024-03-03T05:35:04Z,"Republican presidential candidate and former US President Donald Trump dances off stage at the conclusion of a campaign rally.Chip Somodevilla/Getty Images
<ul><li>Donald Trump's antics defined his … [+2843 chars]"
44,business-insider,Business Insider,Erin Snodgrass,The Supreme Court agrees to hear Trump's presidential immunity claim,The Supreme Court's involvement in the election interference case against Trump will further delay a possible trial in the matter.,https://www.businessinsider.com/supreme-court-agrees-hear-trumps-immunity-claim-in-election-case-2024-2,https://i.insider.com/65ba7ced43bb77284ba21b85?width=1200&format=jpeg,2024-02-28T22:25:19Z,"Donald Trump.David Becker/Getty Images
<ul><li>The Supreme Court will hear Trump's immunity claims in his federal election interference case.</li><li>Special counsel Jack Smith's case against Trump … [+949 chars]"
45,business-insider,Business Insider,John L. Dorman,"Nikki Haley's campaign blasts Trump over the GOP special election loss in New York: 'Until Republicans wake up, we will continue to lose'","""We just lost another winnable Republican House seat because voters overwhelmingly reject Donald Trump,"" Haley spokesperson Olivia Perez-Cubas said.",https://www.businessinsider.com/haley-trump-new-york-house-special-election-suozzi-pilip-gop-2024-2,https://i.insider.com/65ccf31cf533b039a8838eda?width=1200&format=jpeg,2024-02-14T18:49:56Z,"GOP presidential candidate Nikki Haley.Joe Raedle/Getty Images
<ul><li>Nikki Haley's campaign pointed to Donald Trump after the GOP lost New York's 3rd district House special election.</li><li>""Unti… [+2473 chars]"
46,business-insider,Business Insider,"Madison Hall,Taylor Berman","Only 32 percent of voters say they're confident in Biden's mental and physical strength, but overall support for him is about the same as in 2020: poll","Comparatively, 51% of respondents felt satisfied in that of 77-year-old Republican former President Donald Trump.",https://www.businessinsider.com/percent-of-voters-confident-in-biden-mental-strength-poll-2024-2,https://i.insider.com/65c53bec43bb77284ba513aa?width=1200&format=jpeg,2024-02-15T23:13:18Z,"President Joe Biden answers questions while departing the White House on January 30, 2024, in Washington, DC. Biden is scheduled to travel to Florida.Win McNamee/Getty Images
<ul><li>Just 1 in 3 vot… [+1891 chars]"
47,business-insider,Business Insider,tporter@businessinsider.com (Tom Porter),Putin is on a major high as his enemies attack each other and freak out about Tucker Carlson,"The Russian president saw Ukraine's military struggling to cope with a US aid reduction, and Donald Trump stirring hostility to NATO.",https://www.businessinsider.com/putin-just-had-one-of-his-best-ever-weeks-2024-2,https://i.insider.com/65ca232c917a1dae02456867?width=1200&format=jpeg,2024-02-12T16:44:41Z,"Russian President Vladimir Putin's strategy has long been to grind out a victory in Ukraine by outlasting Western resolve, say analysts.Last year there were times when that looked like a major blunde… [+2750 chars]"
